지점,지점명,일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 상대습도(%)
188,성산,2019-11-12,8,18.7,,67.8
188,성산,2019-11-13,9.8,19.1,.3,70.3
188,성산,2019-11-14,4.9,14.5,,57
188,성산,2019-11-15,4.4,17.2,,52.5
188,성산,2019-11-16,9.6,21.7,,69
188,성산,2019-11-17,15.9,23.9,.9,70.3
188,성산,2019-11-18,10,21.6,7.6,69.1
188,성산,2019-11-19,8.7,11.1,,53.9
188,성산,2019-11-20,5.8,11.5,,55.6
188,성산,2019-11-21,7.4,17.2,,60.5
188,성산,2019-11-22,12.3,20.9,,66.4
188,성산,2019-11-23,13.5,20.2,,75.1
188,성산,2019-11-24,12.9,19.4,12.4,88.5
188,성산,2019-11-25,7.7,12.9,,65.6
188,성산,2019-11-26,9.1,15.6,8.3,73.3
188,성산,2019-11-27,7.7,15.4,.3,75
188,성산,2019-11-28,6.5,12.8,,66.4
188,성산,2019-11-29,5.4,12,,57
188,성산,2019-11-30,5.5,17.9,.3,62.4
188,성산,2019-12-01,10.3,16,25.7,87
188,성산,2019-12-02,6.3,11.5,.1,61.8
188,성산,2019-12-03,5.5,10.8,,59.9
188,성산,2019-12-04,2.2,13.4,,62.3
188,성산,2019-12-05,2.1,12,0,58.6
188,성산,2019-12-06,2.1,4.6,,52
188,성산,2019-12-07,1.9,9,,55.5
188,성산,2019-12-08,2.8,10.7,,60.3
188,성산,2019-12-09,6.1,15.7,,64.4
188,성산,2019-12-10,8,19,,60.4
188,성산,2019-12-11,7.9,19.2,,62.8
188,성산,2019-12-12,3.5,9.9,,55.6
188,성산,2019-12-13,3.1,15.7,,68.3
188,성산,2019-12-14,4.5,12,,67.9
188,성산,2019-12-15,6.3,16.4,0,64.6
188,성산,2019-12-16,13.2,17.3,.1,64.1
188,성산,2019-12-17,10.4,19.5,16,84
188,성산,2019-12-18,6.3,10.4,,64.6
188,성산,2019-12-19,5.5,8.9,,61
188,성산,2019-12-20,3.2,10.6,,62.3
188,성산,2019-12-21,3.7,11.9,,60.5
188,성산,2019-12-22,5.4,12.2,13.6,74.1
188,성산,2019-12-23,4.6,13.1,,67.9
188,성산,2019-12-24,5.7,12.2,,68.1
188,성산,2019-12-25,6,15,.9,80.6
188,성산,2019-12-26,5.7,13.9,13.6,78.9
188,성산,2019-12-27,3.8,7.4,.2,55.5
188,성산,2019-12-28,1,10,,67
188,성산,2019-12-29,4.2,16.3,33.1,78.1
188,성산,2019-12-30,5.8,14.5,,74.3
188,성산,2019-12-31,.4,5.9,.4,58.3
189,서귀포,2019-01-01,3.8,7,,62.1
189,서귀포,2019-01-02,3.6,8.4,,63.6
189,서귀포,2019-01-03,2.6,10.6,,71.6
189,서귀포,2019-01-04,6.6,11.8,3.2,86.9
189,서귀포,2019-01-05,7.2,13.2,.8,80
189,서귀포,2019-01-06,7.2,12.3,,69.8
189,서귀포,2019-01-07,7.6,12.8,0,70.4
189,서귀포,2019-01-08,4.1,12.1,,63.9
189,서귀포,2019-01-09,4.4,7.2,,59.3
189,서귀포,2019-01-10,6.7,11.8,0,67.3
189,서귀포,2019-01-11,8.1,11.5,.9,77.8
189,서귀포,2019-01-12,7.6,14.7,.9,73.4
189,서귀포,2019-01-13,5.9,12.2,,67.3
189,서귀포,2019-01-14,4.7,13.3,,66.6
189,서귀포,2019-01-15,5,12.6,,54.6
189,서귀포,2019-01-16,2.9,7.6,,64.8
189,서귀포,2019-01-17,2,9.1,,61.6
189,서귀포,2019-01-18,2.9,11.2,,71
189,서귀포,2019-01-19,5.9,13.7,.8,81.5
189,서귀포,2019-01-20,3.5,12.2,0,58.4
189,서귀포,2019-01-21,2.6,10.2,,61.9
189,서귀포,2019-01-22,3.5,13.1,,58.9
189,서귀포,2019-01-23,3.1,14.6,,54.6
189,서귀포,2019-01-24,4.6,13.8,,63.8
189,서귀포,2019-01-25,3.2,13.1,,58.6
189,서귀포,2019-01-26,2.2,7.8,,34.4
189,서귀포,2019-01-27,2.4,11.4,,54.5
189,서귀포,2019-01-28,5.3,11.9,,58.8
189,서귀포,2019-01-29,2.8,10,,67.5
189,서귀포,2019-01-30,7.3,12,.2,73
189,서귀포,2019-01-31,4.7,8.4,14.9,88.6
189,서귀포,2019-02-01,2.2,8.7,,60.5
189,서귀포,2019-02-02,4.6,13.4,0,69.6
189,서귀포,2019-02-03,9.5,16.4,15.1,89.9
189,서귀포,2019-02-04,6.5,12.7,,52.1
189,서귀포,2019-02-05,4.1,13.6,,59.9
189,서귀포,2019-02-06,10.4,15.8,,72.1
189,서귀포,2019-02-07,7.3,14,1.4,81.3
189,서귀포,2019-02-08,6.2,10.1,,67.8
189,서귀포,2019-02-09,3.9,8.3,.1,66.5
189,서귀포,2019-02-10,4.5,7.5,0,68.5
189,서귀포,2019-02-11,2.8,8.1,,66.4
189,서귀포,2019-02-12,3.3,10.2,,41.1
189,서귀포,2019-02-13,5.2,12,,54.8
189,서귀포,2019-02-14,5.4,10.3,,55.5
189,서귀포,2019-02-15,5.8,11,.8,76.1
189,서귀포,2019-02-16,4.2,8.6,,69.1
189,서귀포,2019-02-17,4.1,10.2,,70.6
189,서귀포,2019-02-18,6.5,9.8,3.4,81.8
189,서귀포,2019-02-19,9.1,17.6,14.4,84.6
189,서귀포,2019-02-20,6.8,12.9,0,69.5
189,서귀포,2019-02-21,8.2,12.4,,66.6
189,서귀포,2019-02-22,7.9,13.7,1.6,74
189,서귀포,2019-02-23,6,14.6,,66.4
189,서귀포,2019-02-24,8.4,14.1,,61.1
189,서귀포,2019-02-25,6.3,15.8,,58.1
189,서귀포,2019-02-26,7.6,17.8,,41.3
189,서귀포,2019-02-27,10.3,12.2,.9,78.4
189,서귀포,2019-02-28,10,15.2,0,80.8
189,서귀포,2019-03-01,7.5,14.6,,58.5
189,서귀포,2019-03-02,9.6,14,2,69.9
189,서귀포,2019-03-03,10.5,14.2,2.9,81.4
189,서귀포,2019-03-04,8.7,16.1,.8,65.6
189,서귀포,2019-03-05,7.6,15.8,0,56
189,서귀포,2019-03-06,9,15,5.6,71.9
189,서귀포,2019-03-07,7.1,14.5,,45.3
189,서귀포,2019-03-08,5,14.4,,55.4
189,서귀포,2019-03-09,7.9,15.7,18.4,82.4
189,서귀포,2019-03-10,10.6,14.3,12.8,93.8
189,서귀포,2019-03-11,7.5,14.4,.2,64.9
189,서귀포,2019-03-12,6.6,15,,64.1
189,서귀포,2019-03-13,5.1,12.3,,42.6
189,서귀포,2019-03-14,5.1,12.9,,47.6
189,서귀포,2019-03-15,6.4,14.8,0,63
189,서귀포,2019-03-16,5.6,12.8,,62.1
189,서귀포,2019-03-17,9.6,17.5,,54.4
189,서귀포,2019-03-18,8.9,14.9,8.7,76.1
189,서귀포,2019-03-19,8,18.3,0,64.4
189,서귀포,2019-03-20,10.5,17.8,13.2,85.1
189,서귀포,2019-03-21,12.2,18.4,.2,85.1
189,서귀포,2019-03-22,9,15.6,,56.9
189,서귀포,2019-03-23,6.7,13.8,0,44.1
189,서귀포,2019-03-24,4.2,12.4,,55.8
189,서귀포,2019-03-25,6,12,,59.1
189,서귀포,2019-03-26,6.7,21.9,,53.4
189,서귀포,2019-03-27,13,17.3,,69.6
189,서귀포,2019-03-28,14.1,20.2,,81.3
189,서귀포,2019-03-29,13.2,20.7,,63.6
189,서귀포,2019-03-30,7,21.1,,47.9
189,서귀포,2019-03-31,5.5,11.5,,38.9
189,서귀포,2019-04-01,5.4,14.4,,47.9
189,서귀포,2019-04-02,8.2,17.4,,46
189,서귀포,2019-04-03,7.7,15.8,,39.3
189,서귀포,2019-04-04,6.3,15.5,,47.9
189,서귀포,2019-04-05,11.2,21.4,,69.9
189,서귀포,2019-04-06,9.7,17.6,,83.4
189,서귀포,2019-04-07,12.3,19.7,.5,90.3
189,서귀포,2019-04-08,12.9,18.3,,90.9
189,서귀포,2019-04-09,13,16.6,39.4,85.9
189,서귀포,2019-04-10,10.4,16.4,.6,90.6
189,서귀포,2019-04-11,9.7,15.4,,76.3
189,서귀포,2019-04-12,9.6,17.4,,63.1
189,서귀포,2019-04-13,10.4,17.5,,57.4
189,서귀포,2019-04-14,12.3,20.2,,59
189,서귀포,2019-04-15,10.7,20.5,,52.1
189,서귀포,2019-04-16,11.5,21.3,,64.5
189,서귀포,2019-04-17,12.9,18.8,.1,81
189,서귀포,2019-04-18,12.7,19.3,,89.6
189,서귀포,2019-04-19,12.6,20.4,,89.6
189,서귀포,2019-04-20,14.5,19.1,,87.9
189,서귀포,2019-04-21,14.1,21,,76.4
189,서귀포,2019-04-22,17.3,23.8,,75.1
189,서귀포,2019-04-23,16.4,18.6,38.6,97.3
189,서귀포,2019-04-24,16.1,24.5,.2,98
189,서귀포,2019-04-25,15.8,20.2,0,98
189,서귀포,2019-04-26,10.7,17.7,0,79
189,서귀포,2019-04-27,10.1,17.6,,68.4
189,서귀포,2019-04-28,12.6,17.4,0,71.6
189,서귀포,2019-04-29,14.2,19.1,9.7,99
189,서귀포,2019-04-30,15.2,19.3,.1,97.5
189,서귀포,2019-05-01,15.3,24.2,,71.4
189,서귀포,2019-05-02,13.6,24.1,,40.8
189,서귀포,2019-05-03,17.1,24.1,,46.1
189,서귀포,2019-05-04,16.3,23.4,,46.3
189,서귀포,2019-05-05,15.5,23.6,,50.3
189,서귀포,2019-05-06,14,22.3,,56
189,서귀포,2019-05-07,12.1,20.2,,55.5
189,서귀포,2019-05-08,12.5,21,,53.9
189,서귀포,2019-05-09,14.8,21.6,,44.5
189,서귀포,2019-05-10,14.7,23.7,,45.1
189,서귀포,2019-05-11,14.7,23.7,,51.1
189,서귀포,2019-05-12,16.1,22.9,,67.4
189,서귀포,2019-05-13,17.4,22,.3,92.8
189,서귀포,2019-05-14,17.9,23.5,3.1,87.4
189,서귀포,2019-05-15,18.3,27.3,,57.8
189,서귀포,2019-05-16,19.2,25.1,,78.5
189,서귀포,2019-05-17,17.8,24,54.4,87.6
189,서귀포,2019-05-18,18.2,20.6,197.3,99
189,서귀포,2019-05-19,17,21.3,4.8,99
189,서귀포,2019-05-20,14.7,21.5,0,71.9
189,서귀포,2019-05-21,14,24.9,,34.8
189,서귀포,2019-05-22,17,23.9,,51.4
189,서귀포,2019-05-23,18.6,23.8,,68.3
189,서귀포,2019-05-24,20.4,27.2,,54.6
189,서귀포,2019-05-25,18.9,25.3,,76
189,서귀포,2019-05-26,19.8,24.2,.2,84
189,서귀포,2019-05-27,18.6,20.9,116.6,99
189,서귀포,2019-05-28,16.8,24.2,,68
189,서귀포,2019-05-29,18.3,29.7,,52.8
189,서귀포,2019-05-30,18.6,26.5,0,59.6
189,서귀포,2019-05-31,16.6,20.9,0,79.8
189,서귀포,2019-06-01,15.6,22.7,,82.3
189,서귀포,2019-06-02,18.5,23.7,,69.4
189,서귀포,2019-06-03,17.3,24.6,,66.4
189,서귀포,2019-06-04,20.9,26,0,95.5
189,서귀포,2019-06-05,20.5,26.1,,91.4
189,서귀포,2019-06-06,20.2,24.8,34.8,97.5
189,서귀포,2019-06-07,18.9,24.9,.4,93.5
189,서귀포,2019-06-08,18.3,21.4,.6,99
189,서귀포,2019-06-09,18,23.1,,90.3
189,서귀포,2019-06-10,17.7,22.8,,83.6
189,서귀포,2019-06-11,18.2,22.7,,91.3
189,서귀포,2019-06-12,16.7,22.4,,93.1
189,서귀포,2019-06-13,15.9,24,,85.8
189,서귀포,2019-06-14,17.9,22.7,23.9,94.1
189,서귀포,2019-06-15,17.7,28.8,0,69.3
189,서귀포,2019-06-16,18.3,25.4,,70.1
189,서귀포,2019-06-17,18.6,23.3,,91.9
189,서귀포,2019-06-18,19.3,22.6,1.9,96.1
189,서귀포,2019-06-19,18.7,25,.4,94
189,서귀포,2019-06-20,20,25.3,,83.6
189,서귀포,2019-06-21,21.1,24.9,,91.1
189,서귀포,2019-06-22,20.4,25.2,,96.1
189,서귀포,2019-06-23,19.6,25.1,,81.6
189,서귀포,2019-06-24,18.5,24.3,,85.6
189,서귀포,2019-06-25,21,27,0,69.1
189,서귀포,2019-06-26,19.4,24,116.8,99
189,서귀포,2019-06-27,22.2,26.6,2.3,99
189,서귀포,2019-06-28,21.1,25.4,,95.8
189,서귀포,2019-06-29,22.7,25.3,8,99
189,서귀포,2019-06-30,21.3,25.5,0,99
189,서귀포,2019-07-01,20.8,24.9,3.4,99
189,서귀포,2019-07-02,19.8,23.4,,99
189,서귀포,2019-07-03,20.7,25.1,.1,98.9
189,서귀포,2019-07-04,19,27.3,,92.1
189,서귀포,2019-07-05,21.6,29.2,,75.9
189,서귀포,2019-07-06,19.7,27.4,0,84.5
189,서귀포,2019-07-07,21.5,25,1.1,95.8
189,서귀포,2019-07-08,20.8,23.2,2.7,98.4
189,서귀포,2019-07-09,21.5,23.6,1.8,96.8
189,서귀포,2019-07-10,21.1,24.6,36,99
189,서귀포,2019-07-11,21.8,29,,89
189,서귀포,2019-07-12,20.6,26.3,.6,97.1
189,서귀포,2019-07-13,18.6,23.1,57.9,98.8
189,서귀포,2019-07-14,21.3,26.9,,96.3
189,서귀포,2019-07-15,21.4,26.6,,98.5
189,서귀포,2019-07-16,21.5,26.9,,92.6
189,서귀포,2019-07-17,22.7,25.9,8,98.8
189,서귀포,2019-07-18,23.3,25.4,128.2,99
189,서귀포,2019-07-19,23.8,26.2,152.9,99
189,서귀포,2019-07-20,22.5,24.7,47.5,99
189,서귀포,2019-07-21,22.4,29.4,.3,98.1
189,서귀포,2019-07-22,23.8,28,3,99
189,서귀포,2019-07-23,24,26.9,,99
189,서귀포,2019-07-24,24.4,25.8,0,99
189,서귀포,2019-07-25,24.4,26.1,1.3,99
189,서귀포,2019-07-26,24.7,27.1,7.3,99
189,서귀포,2019-07-27,25.4,26.4,0,99
189,서귀포,2019-07-28,25.5,29.3,,99
189,서귀포,2019-07-29,25.6,29.7,,99
189,서귀포,2019-07-30,26.5,29.4,,99
189,서귀포,2019-07-31,26.7,30.5,,99
189,서귀포,2019-08-01,26.4,30.9,,98.4
189,서귀포,2019-08-02,25.6,31.1,,92
189,서귀포,2019-08-03,27,31,,90.5
189,서귀포,2019-08-04,26.8,31.1,,93.1
189,서귀포,2019-08-05,25.6,30.8,,84.3
189,서귀포,2019-08-06,26.7,32.2,,88.1
189,서귀포,2019-08-07,25.7,31.1,,96.4
189,서귀포,2019-08-08,26.6,31.7,1.7,89.5
189,서귀포,2019-08-09,27.7,31.4,,89.8
189,서귀포,2019-08-10,27.8,30.8,,97.6
189,서귀포,2019-08-11,26.4,28,27.6,99
189,서귀포,2019-08-12,26.9,29.1,.4,99
189,서귀포,2019-08-13,25.3,31.5,,93.1
189,서귀포,2019-08-14,27,32.1,.2,95
189,서귀포,2019-08-15,25.5,31.6,,88
189,서귀포,2019-08-16,24.9,30.7,0,87.5
189,서귀포,2019-08-17,23.5,29.2,,90.6
189,서귀포,2019-08-18,25.6,29.9,0,96.4
189,서귀포,2019-08-19,24.5,30.1,,87.3
189,서귀포,2019-08-20,25,30.6,,96.1
189,서귀포,2019-08-21,24.5,30,26.8,99
189,서귀포,2019-08-22,24.9,29.6,20.7,99
189,서귀포,2019-08-23,24.3,31.6,,86.5
189,서귀포,2019-08-24,24.9,27.7,0,85.5
189,서귀포,2019-08-25,20,26.8,3.7,94.4
189,서귀포,2019-08-26,22.9,26.1,23.9,99
189,서귀포,2019-08-27,23.7,27.4,71.9,99
189,서귀포,2019-08-28,21.7,26.8,93.7,99
189,서귀포,2019-08-29,21.3,23.2,46.7,99
189,서귀포,2019-08-30,20.3,28.6,,86.3
189,서귀포,2019-08-31,20,27.3,,77.5
189,서귀포,2019-09-01,21,25,18.7,93.6
189,서귀포,2019-09-02,21.7,27.5,14.6,99
189,서귀포,2019-09-03,23.8,27.7,9.5,99
189,서귀포,2019-09-04,22.5,27,28.9,98.9
189,서귀포,2019-09-05,23.8,28.8,15.7,99
189,서귀포,2019-09-06,24.7,27.1,54.1,99
189,서귀포,2019-09-07,23.7,26.9,6.9,99
189,서귀포,2019-09-08,22.7,25.8,29.5,99
189,서귀포,2019-09-09,24.8,28.2,21.9,99
189,서귀포,2019-09-10,24.5,28.6,,98.6
189,서귀포,2019-09-11,25.4,29.4,,98.9
189,서귀포,2019-09-12,22.8,27.2,0,98.6
189,서귀포,2019-09-13,22.2,26.9,,85.5
189,서귀포,2019-09-14,22.5,28,,82
189,서귀포,2019-09-15,22.5,27.9,,90.8
189,서귀포,2019-09-16,22.8,28,,93.3
189,서귀포,2019-09-17,21.6,26.5,,75.4
189,서귀포,2019-09-18,19.9,29.5,,60.3
189,서귀포,2019-09-19,21.2,26.7,,72.9
189,서귀포,2019-09-20,20.2,26.4,.7,81.8
189,서귀포,2019-09-21,18.6,22.2,57.8,98.4
189,서귀포,2019-09-22,20.7,24.1,78.9,94.6
189,서귀포,2019-09-23,19,24.4,.6,96.6
189,서귀포,2019-09-24,16.9,25.1,,67.4
189,서귀포,2019-09-25,18.7,25.5,,72
189,서귀포,2019-09-26,20.6,27.2,.1,94.6
189,서귀포,2019-09-27,22.8,26.5,12.4,99
189,서귀포,2019-09-28,22.8,28,,99
189,서귀포,2019-09-29,22.6,27.9,38.3,98.8
189,서귀포,2019-09-30,22.2,27.1,6.3,98.4
189,서귀포,2019-10-01,20.4,25.3,35.4,99
189,서귀포,2019-10-02,21.1,26.1,102.8,99
189,서귀포,2019-10-03,21.5,27.9,.1,86
189,서귀포,2019-10-04,19.6,26.8,,91.5
189,서귀포,2019-10-05,19.8,26.1,,90.6
189,서귀포,2019-10-06,19.9,24.4,.2,89
189,서귀포,2019-10-07,19.9,23.9,9.1,92.3
189,서귀포,2019-10-08,18,24.2,,66.6
189,서귀포,2019-10-09,14.3,22.9,,46.4
189,서귀포,2019-10-10,13.8,23,,61
189,서귀포,2019-10-11,16.9,25.2,,59.8
189,서귀포,2019-10-12,18.9,25.1,,61.3
189,서귀포,2019-10-13,17.4,22.6,,70.9
189,서귀포,2019-10-14,15.6,24.1,,75.5
189,서귀포,2019-10-15,15.7,22.5,0,79.3
189,서귀포,2019-10-16,15.1,22.1,,66.6
189,서귀포,2019-10-17,14.5,23.6,0,73.1
189,서귀포,2019-10-18,17.8,22,2.6,98.4
189,서귀포,2019-10-19,16.9,24.3,,86.1
189,서귀포,2019-10-20,16.2,24.5,,68.6
189,서귀포,2019-10-21,16.1,23.5,,69.4
189,서귀포,2019-10-22,17,24.5,,78.6
189,서귀포,2019-10-23,19.2,23.2,0,88.4
189,서귀포,2019-10-24,18.1,23.7,.4,82.5
189,서귀포,2019-10-25,16.4,24.5,,76.9
189,서귀포,2019-10-26,16.5,21.3,,79.1
189,서귀포,2019-10-27,13.9,20.3,,77.6
189,서귀포,2019-10-28,14.9,20,,77.6
189,서귀포,2019-10-29,13.9,23.1,,63.9
189,서귀포,2019-10-30,13.1,20.6,,72.8
189,서귀포,2019-10-31,13.4,21.3,,74.9
189,서귀포,2019-11-01,13.9,23.4,,65.6
189,서귀포,2019-11-02,16.4,22.9,,75.1
189,서귀포,2019-11-03,16.1,21.3,0,85.9
189,서귀포,2019-11-04,14.9,21.3,.3,82.4
189,서귀포,2019-11-05,15,21,,77.9
189,서귀포,2019-11-06,13.6,21.7,,67.6
189,서귀포,2019-11-07,13.9,20.8,,61.3
189,서귀포,2019-11-08,12.3,18.9,,74.9
189,서귀포,2019-11-09,12.1,19.4,,70.3
189,서귀포,2019-11-10,12.3,19.3,2.6,73
189,서귀포,2019-11-11,13.4,19.7,,65
189,서귀포,2019-11-12,12.1,19.2,,75.1
189,서귀포,2019-11-13,12.7,19,0,76.6
189,서귀포,2019-11-14,8.4,15.2,,54.4
189,서귀포,2019-11-15,7.4,16.6,,57.5
189,서귀포,2019-11-16,12.6,21.2,,80.3
189,서귀포,2019-11-17,17.5,23.4,.5,88.5
189,서귀포,2019-11-18,10.8,21.3,9.9,72.3
189,서귀포,2019-11-19,8.4,13.4,,61.1
189,서귀포,2019-11-20,7.4,14.7,,58.6
189,서귀포,2019-11-21,7,17.5,,67.1
189,서귀포,2019-11-22,14.8,21,,83.5
189,서귀포,2019-11-23,15.7,21,,89.5
189,서귀포,2019-11-24,17.7,22.9,9.3,99
189,서귀포,2019-11-25,11.3,17.8,0,87.4
189,서귀포,2019-11-26,11.3,16.1,,85.1
189,서귀포,2019-11-27,11.3,14.8,8.6,94.1
189,서귀포,2019-11-28,9.3,16.9,,80.1
189,서귀포,2019-11-29,8.5,16,,71
189,서귀포,2019-11-30,8.1,17.6,.1,64.6
189,서귀포,2019-12-01,13.6,17.3,16.8,97.8
189,서귀포,2019-12-02,6.7,14.9,,64.6
189,서귀포,2019-12-03,5.5,11.9,,61.4
189,서귀포,2019-12-04,7.9,14.7,,56.8
189,서귀포,2019-12-05,6.2,13.2,,59
189,서귀포,2019-12-06,5.1,10.4,,61
189,서귀포,2019-12-07,4.2,11.7,,66.6
189,서귀포,2019-12-08,5.1,13.1,,70.4
189,서귀포,2019-12-09,6.2,14.6,,70.4
189,서귀포,2019-12-10,10.4,18.1,,72.5
189,서귀포,2019-12-11,9,18.4,,69.3
189,서귀포,2019-12-12,6.7,12.4,,64.9
189,서귀포,2019-12-13,6.9,14.9,,76.4
189,서귀포,2019-12-14,8.9,17.2,,60
189,서귀포,2019-12-15,9.1,16.8,.2,72.5
189,서귀포,2019-12-16,12.8,17.6,1.7,79.5
189,서귀포,2019-12-17,13.2,19.8,9.8,97.5
189,서귀포,2019-12-18,10.4,14.8,,80.9
189,서귀포,2019-12-19,8.5,13.1,0,72.4
189,서귀포,2019-12-20,6.1,11.9,,69.9
189,서귀포,2019-12-21,6.6,11.5,,64.9
189,서귀포,2019-12-22,7.3,11.4,3.1,85.6
189,서귀포,2019-12-23,6.3,15.3,,70.6
189,서귀포,2019-12-24,8,14.4,,80.8
189,서귀포,2019-12-25,7.9,15.6,0,81.6
189,서귀포,2019-12-26,6.2,13.8,19,87.1
189,서귀포,2019-12-27,4.5,9.6,,60.6
189,서귀포,2019-12-28,4.3,11.3,,68.6
189,서귀포,2019-12-29,8,17.3,34.3,89.4
189,서귀포,2019-12-30,10.2,15.5,0,90.8
189,서귀포,2019-12-31,3.4,10.7,,67.9
